Ammonia,Nitrite,Nitrate,temperature,humidity,ph,rainfall,label
-18,31,-11,19.33162606,24.13995025,5.655726817,68.51253427,Sterlets
-25,44,-9,16.24469193,21.35793891,5.591704014,66.97053257,Sterlets
-3,39,-8,17.91652287,24.90814655,5.932323085,69.14681022,Sterlets
1,45,-12,15.46789263,21.43780702,5.824208309,88.88796102,Sterlets
6,38,-10,17.06104474,23.77201471,5.86442953,81.83420522,Sterlets
-25,35,-14,21.32776028,18.48522915,5.866744372,109.1013261,Sterlets
2,49,-15,23.90910104,20.74619325,5.706198621,81.60211243,Sterlets
-19,48,-8,23.89756791,22.74378977,5.940546818,112.6616435,Sterlets
-30,25,-8,22.98666928,20.57940608,5.916779289,143.8584938,Sterlets
-16,29,-15,21.35135729,22.91244883,5.779090476,146.4548645,Sterlets
-1,38,-7,24.1638445,19.27907819,5.82738029,116.7324324,Sterlets
2,38,-11,24.62835037,18.18325169,5.514234138,149.7441028,Sterlets
-13,34,-13,21.02213209,24.93896255,5.662699104,124.6118471,Sterlets
-17,39,-11,17.30844532,20.01730914,5.86390397,115.199245,Sterlets
-16,37,-8,23.82576704,24.75485098,5.624690248,84.64143632,Sterlets
-21,39,-10,19.30607278,23.96362799,5.591560999,129.3449326,Sterlets
-10,43,-8,16.03768615,22.33195853,5.976312538,130.3900798,Sterlets
10,48,-10,19.18572809,20.83398341,5.669236258,80.15293435,Sterlets
-3,42,-7,19.92889503,21.79992115,5.961934481,64.02640797,Sterlets
-16,37,-15,19.56376468,24.67385131,5.690065688,139.2921004,Sterlets
-23,26,-12,18.31357543,24.32991649,5.698371311,76.14153904,Sterlets
-3,35,-12,20.10993761,23.22323766,5.59503163,73.36386477,Sterlets
0,33,-14,23.60506572,21.90539577,5.525904526,100.5978728,Sterlets
7,40,-5,19.73136909,24.89487354,5.819403771,84.06354115,Sterlets
-3,33,-11,20.93409877,21.1893007,5.562201934,133.1914419,Sterlets
-8,30,-6,18.78226261,20.24768314,5.630664753,104.2570723,Sterlets
-27,42,-6,36.51268371,57.92887167,6.03160778,122.6539694,Rosy Red Minnows
10,29,-7,36.89163721,62.73178224,5.269084669,163.7266551,Rosy Red Minnows
3,43,-7,29.23540524,59.38967583,5.985792703,103.3301803,Rosy Red Minnows
-3,27,-6,27.33534897,43.35795962,6.09186275,142.3303677,Rosy Red Minnows
-20,49,-12,21.0643684,55.46985938,5.624731338,184.6226709,Rosy Red Minnows
0,45,-5,30.33276599,42.35249879,6.446091759,149.299952,Rosy Red Minnows
10,40,-10,31.80130272,45.03186173,5.623490043,147.0361442,Rosy Red Minnows
8,25,-11,33.18184225,38.23184742,5.864623352,198.8298806,Rosy Red Minnows
5,28,-10,29.38538562,63.47742011,5.761702519,90.05422663,Rosy Red Minnows
8,31,-9,30.27374995,67.38680755,4.696518678,127.7767134,Rosy Red Minnows
3,28,-6,35.45790488,68.75810535,5.269504214,108.6333046,Rosy Red Minnows
-14,26,-13,33.80020039,40.03262418,7.445444883,176.6165894,Rosy Red Minnows
1,42,-13,28.69180475,49.47225353,5.833031708,96.36222901,Rosy Red Minnows
-14,50,-10,31.24021696,56.67369054,7.339320929,122.0146733,Rosy Red Minnows
-3,42,-13,28.98039357,57.23265151,6.347929353,120.7435664,Rosy Red Minnows
10,32,-11,27.32198928,34.13737127,4.697750704,96.51524028,Rosy Red Minnows
-12,28,-14,21.47607807,38.80023714,4.962661422,180.382234,Rosy Red Minnows
-27,38,-14,18.31910448,34.69776639,4.964887857,107.4721605,Rosy Red Minnows
-4,37,-6,36.97794384,37.73992903,5.642813116,161.4812963,Rosy Red Minnows
-14,40,-10,24.80467592,40.1242747,5.6093956,121.5639121,Rosy Red Minnows
-6,33,-11,19.3479443,55.96805489,4.681576043,194.5921148,Rosy Red Minnows
-21,46,-5,28.88302142,50.12323801,5.70951224,179.2155874,Rosy Red Minnows
-14,25,-11,19.54314136,47.19188279,6.413543781,192.4372194,Rosy Red Minnows
-2,45,-9,24.7741949,50.54621094,6.007508163,114.2821387,Rosy Red Minnows
-14,41,-6,18.33124824,38.40975482,4.946369874,139.6483317,Rosy Red Minnows
-6,40,-9,19.14729038,45.3733757,5.517208078,132.7748215,Rosy Red Minnows
8,42,-9,28.23416057,49.4421345,5.902103172,186.5008581,Rosy Red Minnows
-21,36,-9,30.11812084,34.13307843,5.719889876,157.0858232,Rosy Red Minnows
4,26,-13,33.4126864,35.42910045,4.548202098,139.6702541,Rosy Red Minnows
-29,46,-11,24.18553163,46.68746847,6.669529416,177.3377996,Rosy Red Minnows
-24,39,-11,26.88630675,41.69617915,4.750929218,94.46748008,Rosy Red Minnows
-4,43,-9,31.33170829,57.97429171,4.946263888,161.7820226,Rosy Red Minnows
-3,31,-12,33.30711818,67.07780816,5.266227032,108.5090168,Rosy Red Minnows
-3,41,-7,23.45379018,46.48714759,7.10959773,150.8712202,Rosy Red Minnows
6,31,-9,34.53823889,39.04468913,5.617008201,168.5948318,Rosy Red Minnows
-13,43,-12,19.50112224,34.51086611,5.632353113,197.3752649,Rosy Red Minnows
-4,42,-8,28.76794904,37.57792132,4.674941549,91.72084869,Rosy Red Minnows
-13,34,-14,30.97758716,32.24914235,7.161797643,180.716828,Rosy Red Minnows
-16,44,-11,18.39759147,36.82639309,6.624966131,93.12330644,Rosy Red Minnows
9,30,-15,35.09357419,30.98685456,5.004074624,116.9106908,Rosy Red Minnows
-24,36,-15,34.93174223,30.40046769,6.345806011,159.2649827,Rosy Red Minnows
-22,29,-12,29.50523036,35.72032498,6.216814453,187.8961851,Rosy Red Minnows
-28,37,-12,34.51934775,47.52980027,5.921666758,129.0064612,Rosy Red Minnows
-29,46,-13,28.43430726,52.10010827,6.012719118,147.0414824,Rosy Red Minnows
-14,43,-11,18.41645629,34.80541039,4.684079249,163.2747473,Rosy Red Minnows
-7,45,-5,31.07508973,47.19847683,7.077170002,91.31256412,Rosy Red Minnows
2,40,-10,20.89342749,46.24856523,6.208843215,195.5697875,Rosy Red Minnows
-2,29,-8,30.90607799,52.79913039,7.05181629,170.9919828,Rosy Red Minnows
-25,32,-7,27.9348279,66.45457122,4.722222454,145.3728801,Rosy Red Minnows
6,37,-5,35.95176642,36.52780776,6.418062652,136.0456753,Rosy Red Minnows
-29,36,-7,19.54317155,56.92831399,4.803564468,173.1686574,Rosy Red Minnows
-6,43,-10,19.63736208,32.31528909,4.608695247,176.4134092,Rosy Red Minnows
-13,37,-12,31.2192752,56.46868874,5.611510977,129.2028653,Rosy Red Minnows
-25,25,-12,33.50876355,45.70976142,7.322097972,126.6738117,Rosy Red Minnows
-25,26,-6,24.80710166,45.01110015,5.023115055,188.4928637,Rosy Red Minnows
7,47,-13,36.20970524,31.94550613,5.617122801,191.0658531,Rosy Red Minnows
-17,43,-10,30.50420876,35.48885969,5.391560418,162.5927723,Rosy Red Minnows
-24,33,-7,26.01630259,49.94704718,5.906596905,160.3337447,Rosy Red Minnows
-14,47,-8,31.48469278,35.6395615,6.574209678,100.546816,Rosy Red Minnows
-5,34,-10,33.15122581,32.45974539,4.807776749,105.0380275,Rosy Red Minnows
4,45,-6,23.50222822,51.29019509,4.760038039,192.3023991,Rosy Red Minnows
-10,47,-7,34.87248659,38.83786012,5.180271502,148.2502786,Rosy Red Minnows
5,50,-5,28.09269012,44.93322042,4.895927306,197.1144011,Rosy Red Minnows
-16,45,-6,24.54757829,57.3414485,6.436160044,118.3606557,Rosy Red Minnows
6,50,-9,33.64769646,48.41490082,7.066087261,100.4673278,Rosy Red Minnows
-23,47,-12,20.5591255,60.54880693,6.655918078,191.0895109,Rosy Red Minnows
-1,48,-5,19.95991719,59.33157782,5.982854523,195.787103,Rosy Red Minnows
0,30,-9,28.87667593,62.4901206,5.457871273,182.2688175,Rosy Red Minnows
-10,44,-14,36.04353699,43.61444121,4.759490199,159.8938645,Rosy Red Minnows
-11,27,-7,23.6734328,47.2879691,7.342409555,141.1250722,Rosy Red Minnows
-27,30,-11,25.74679443,40.7192594,4.820788186,100.7791633,Rosy Red Minnows
-25,47,-11,31.08564994,66.68832981,6.242052013,175.9303271,Rosy Red Minnows
-25,38,-10,18.72987676,61.33186249,5.001038726,139.8710041,Rosy Red Minnows
7,43,-9,29.50304807,63.46513414,5.560224583,189.5208915,Rosy Red Minnows
-21,29,-6,20.43517772,39.37252634,4.747352458,137.2279662,Rosy Red Minnows
-10,42,-15,36.00415838,56.01334416,7.313517308,134.8596466,Rosy Red Minnows
1,26,-7,31.46846241,35.39454002,5.661826398,174.5723999,Rosy Red Minnows
-30,40,-9,36.30049702,56.03021253,4.672437054,101.6073988,Rosy Red Minnows
-9,44,-15,29.49096726,67.10604388,6.471862118,153.2504506,Rosy Red Minnows
-17,37,-12,30.5753044,34.75591197,5.384762927,177.5764304,Rosy Red Minnows
-3,44,-10,24.69487673,59.96669215,5.859813416,91.95792434,Rosy Red Minnows
-1,42,-6,23.17409556,36.67847052,6.962386495,162.5931264,Rosy Red Minnows
-25,38,-10,19.04380471,33.10695144,6.12166671,155.3705624,Rosy Red Minnows
9,27,-11,29.32379604,45.93248374,6.421748487,165.4113371,Rosy Red Minnows
-8,32,-14,34.6455408,54.32342534,4.828936119,180.9009998,Rosy Red Minnows
-12,25,-7,21.9989826,56.31006755,6.98571967,136.8274312,Rosy Red Minnows
9,47,-9,22.99774444,60.24218572,4.603563116,159.689339,Rosy Red Minnows
-17,45,-10,30.55992394,35.29006485,6.979540061,178.8998611,Rosy Red Minnows
-3,41,-6,31.46417866,48.17631461,7.064973419,165.405354,Rosy Red Minnows
-4,34,-8,25.95058595,40.58227261,5.16516459,109.1821183,Rosy Red Minnows
-7,25,-14,21.01142393,69.69141302,5.111488821,185.2039114,Rosy Red Minnows
-26,39,-11,19.25100056,47.70351758,5.374358869,149.063196,Rosy Red Minnows
-10,37,-11,19.24462755,50.54495302,5.671419084,180.6465282,Rosy Red Minnows
-23,44,-13,22.47253208,62.56532471,5.667419697,96.74706956,Rosy Red Minnows
-13,34,-12,36.75087487,58.25799145,6.07938452,124.6028153,Rosy Red Minnows
5,41,-13,29.89286629,66.35375127,6.931924963,198.1403003,Rosy Red Minnows
-19,42,-8,29.37735586,44.82294584,6.842744374,172.40168,Rosy Red Minnows
-10,30,-8,29.65052947,42.89833235,6.876572503,186.9226052,Rosy Red Minnows
-20,41,-12,19.54284889,66.34777265,6.151029296,173.1106982,Rosy Red Minnows
3,31,-6,20.04611791,48.93905624,4.567446499,122.4564203,Rosy Red Minnows
-27,19,-12,27.91095209,64.70930606,3.692863601,32.67891866,Koi
-8,29,-7,27.32220619,51.27868781,4.371745575,36.5037914,Koi
6,28,-5,28.66024187,59.3189118,8.399135958,36.92629678,Koi
-26,13,-12,29.02955344,61.09387478,8.840656256,72.98016599,Koi
-1,24,-14,27.78031515,54.65030015,8.153022903,32.05025323,Koi
2,13,-8,31.99928579,54.1077461,5.270749441,71.6266696,Koi
-16,25,-15,27.33580911,55.27755933,8.050304395,73.44775287,Koi
-25,5,-10,28.92952635,53.57014709,9.679240873,66.35634104,Koi
-5,27,-6,27.65472156,58.59986279,6.974978386,36.94255012,Koi
-19,23,-6,28.52396666,55.77264351,7.39389918,61.32935611,Koi
10,19,-13,31.02215872,45.89239456,6.68727523,53.56783314,Koi
8,26,-5,25.74095321,45.38497051,7.88118645,67.43488235,Koi
-3,13,-7,31.70447482,56.85420099,5.875333778,44.94317432,Koi
-6,8,-8,24.47876451,58.51663927,8.202706015,34.96933295,Koi
-7,15,-9,31.46511256,51.79939437,8.985348193,74.44330654,Koi
-1,27,-10,25.60973447,50.7330069,5.87707519,53.39249517,Koi
1,5,-7,30.30260453,47.18283631,7.707595055,68.04039813,Koi
-30,25,-5,28.17489437,43.6672299,4.524171562,45.78172762,Koi
-23,15,-8,25.50634557,44.8302551,9.926212291,74.32635105,Koi
-13,28,-5,31.12896766,43.58788762,6.455592696,32.76742894,Koi
-19,14,-13,26.34043268,55.59160391,8.016210782,35.1051197,Koi
-8,19,-8,28.23494706,61.5620517,3.71105919,72.66666443,Koi
-21,21,-11,27.04453473,49.32609633,5.49091063,48.25207759,Koi
-2,18,-15,25.16125354,55.25435777,9.254089438,40.89732789,Koi
-4,20,-11,27.3179125,51.66921088,6.005242945,32.55919573,Koi
6,26,-10,25.4123765,49.66474269,7.437078236,31.87416982,Koi
-22,30,-12,31.21629982,46.01868196,3.808429173,53.1205277,Koi
-6,7,-9,30.573999,58.22686794,5.818219385,62.74803826,Koi
-8,13,-6,25.42517036,53.2208266,4.52363558,46.19374559,Koi
6,13,-6,27.09400578,43.65305437,3.510404312,41.53749535,Koi
-8,14,-6,24.30935081,56.32938343,6.030447288,58.99536268,Koi
-13,13,-8,30.06142622,45.90067655,5.498340808,41.0550915,Koi
-22,15,-15,28.09568993,60.9835384,4.61136408,33.84110759,Koi
-23,26,-7,26.33908791,40.00933429,5.545219232,55.50429227,Koi
6,27,-14,28.61409059,57.14218792,8.292875734,57.02891698,Koi
-19,15,-11,28.70012137,44.359648,3.828031463,44.11622138,Koi
-24,6,-8,24.21610338,59.79236306,8.869532817,42.24783476,Koi
-13,27,-10,28.50677929,45.20094476,3.793575185,66.1761456,Koi
-26,17,-10,25.97948991,64.95585424,4.193189124,72.19245835,Koi
-21,19,-14,30.88482722,41.36561835,7.661537348,55.053805,Koi
-5,21,-6,25.5042419,61.66852372,9.392694614,65.07981523,Koi
6,14,-9,25.12528913,51.33189406,4.516154055,38.48678973,Koi
-9,8,-10,27.10508014,63.56791363,5.794289715,62.20279647,Koi
7,27,-10,31.1006247,44.82069159,7.354286985,70.79934452,Koi
2,18,-12,26.45707778,56.40226277,5.993513566,64.16167699,Koi
-1,14,-10,30.04132304,63.56222995,8.620107545,31.83192392,Koi
-5,21,-12,27.77799528,54.82130787,9.45949344,50.28438729,Koi
-20,14,-6,30.99256944,43.02151392,8.0344125,58.27600682,Koi
-7,5,-12,26.4908332,47.36534833,5.414492777,36.99362831,Koi
-21,30,-7,31.96987867,57.17377029,6.276004336,64.25520357,Koi
-27,28,-9,25.36140526,46.82652785,9.160691747,55.60523179,Koi
-8,12,-8,25.54249137,56.96640758,7.887658711,48.46797044,Koi
-18,9,-9,28.99319096,62.85948245,8.183844843,70.4713043,Koi
9,6,-8,29.34317422,60.50320928,9.072011412,34.03335472,Koi
2,11,-14,28.63618921,61.39451307,7.702287236,68.54877876,Koi
0,11,-15,24.83206631,44.17085032,5.88509677,52.0810886,Koi
-11,6,-8,25.44689075,58.55363573,6.16496284,57.04826619,Koi
-26,16,-15,31.01274943,62.40392519,3.504752314,63.77192383,Koi
-9,9,-10,27.06179658,52.3003173,7.388007483,60.74583498,Koi
5,27,-5,27.0956288,42.26206161,8.340398059,71.1271039,Koi
-8,25,-6,28.56800579,57.30636014,8.66077954,64.53027638,Koi
5,21,-13,28.79929247,49.84213387,3.558822825,40.85534718,Koi
-13,26,-13,27.94293692,45.41393636,5.9565851,69.66289997,Koi
-2,27,-13,30.47757686,61.58245338,9.416003106,61.86633917,Koi
-8,6,-14,30.58139475,50.77148138,8.18422855,64.58559639,Koi
-19,11,-11,26.85911286,41.81420849,5.131779302,44.13827124,Koi
8,8,-12,26.31051759,61.18749126,6.294130313,35.73403813,Koi
-7,7,-6,28.77833449,44.2252605,7.991902443,33.95825723,Koi
-5,5,-10,28.90245417,43.35365671,8.923095695,71.90018566,Koi
10,15,-10,29.37687468,57.69622912,6.878498176,38.34303462,Koi
-7,28,-11,24.17093241,58.25204566,5.243634849,59.18953429,Koi
-28,26,-7,26.65333029,59.79023382,7.550090941,36.91852635,Koi
-27,26,-13,28.19912143,53.50567601,8.709291688,52.13580529,Koi
-4,21,-5,28.76488954,52.62741529,7.792508068,55.21606732,Koi
9,12,-10,29.3499706,61.25353851,8.055908858,40.82840673,Koi
-3,29,-10,28.00937423,52.60950014,4.397698806,36.01203025,Koi
-6,15,-11,26.85851927,48.8246387,5.952384957,34.7426459,Koi
-23,10,-13,31.2123945,40.92604945,8.532078733,53.78769958,Koi
-15,15,-7,24.20422636,61.43378674,7.224193642,46.0203959,Koi
-4,22,-7,29.98835437,49.60384796,4.931890506,52.92929636,Koi
-10,15,-14,29.93964907,54.61813464,4.626212446,45.43669946,Koi
4,24,-6,31.2119298,41.55934359,5.026003659,68.80141783,Koi
-11,21,-5,26.80474415,48.23991436,3.5253661,43.87801983,Koi
-1,11,-9,31.49398069,62.84916863,8.86979671,64.56807592,Koi
-10,20,-8,30.99694676,46.42693735,9.406887533,38.31597852,Koi
-19,10,-7,29.61253065,63.04749127,5.80428611,50.1978269,Koi
-15,24,-15,29.97604322,57.03184356,8.35495812,44.86052932,Koi
5,25,-8,30.88883074,52.62696801,8.634929739,55.51932414,Koi
-21,29,-5,30.39321309,60.16299493,7.699200949,35.37493212,Koi
10,15,-12,30.43683729,55.20522037,5.261285926,30.92014047,Koi
5,8,-11,25.32688786,63.18180319,9.112771682,32.71129281,Koi
-16,28,-13,30.53684308,59.96664731,4.605700542,33.48919022,Koi
10,25,-12,30.38257873,40.5926071,7.115994051,47.95406479,Koi
-12,6,-7,24.01825377,53.76623369,7.214078621,35.03404425,Koi
5,22,-15,28.69841277,61.14754363,9.93509073,65.67591794,Koi
-26,29,-8,29.33743412,49.00323081,8.914074888,42.44054315,Koi
-8,21,-14,27.96583691,61.34900107,8.639586199,70.10472076,Koi
3,17,-13,24.86803974,48.27531965,8.621514073,63.9187654,Koi
-28,21,-13,25.87682261,45.96341933,5.838508699,38.53254678,Koi
-14,21,-9,31.01963639,49.9767522,3.532008668,32.81296548,Koi
-11,25,-10,27.43329405,87.80507732,7.18530147,54.73367631,Redears
-22,24,-10,28.3340432,80.77275974,7.034214276,38.7976407,Redears
6,25,-10,27.01470397,84.34262707,6.635968698,55.296354,Redears
-20,26,-14,28.17432665,81.04554836,6.828187499,36.35720652,Redears
-8,26,-13,29.87888063,87.32761241,6.89077995,44.75215854,Redears
-21,27,-6,29.89232778,89.71503316,7.165121109,42.99498978,Redears
4,29,-7,28.56212158,83.24855855,6.935804256,56.48265193,Redears
1,21,-5,27.53592929,85.5701901,7.196774236,53.01899249,Redears
-30,19,-12,29.68361658,87.93598094,6.990095452,41.82490236,Redears
-9,9,-10,28.14448546,82.1193047,7.064782138,46.75690086,Redears
-2,5,-8,29.53037621,86.73346018,7.156563094,59.87232071,Redears
-13,22,-13,27.88352946,86.45147631,6.364967184,44.64407105,Redears
-6,12,-7,28.22471276,82.35916228,6.428054409,44.01206619,Redears
-2,16,-14,29.008124,84.96089355,6.664187809,45.91011391,Redears
-9,8,-9,29.75538903,86.45193297,6.637677489,37.54602719,Redears
4,30,-5,29.78416743,85.16906976,6.79385576,40.77872823,Redears
-11,23,-8,27.8640132,80.4513142,6.852884643,42.83053902,Redears
1,28,-15,27.11026483,84.96771717,7.121571293,51.52617423,Redears
-11,5,-6,27.11030369,83.64274107,6.883308033,49.11964582,Redears
-6,23,-13,28.95451232,89.07866095,6.421271178,57.65901369,Redears
-17,17,-10,29.21780035,87.93724219,6.54450214,43.1386631,Redears
1,23,-14,28.7420098,85.81675947,6.452006451,48.54598575,Redears
-2,15,-7,29.65021184,80.29868321,6.489259136,56.76278363,Redears
1,7,-9,27.23924995,86.404241,6.713410626,37.31236904,Redears
3,30,-15,28.95172351,81.67085323,6.510840928,56.51103293,Redears
4,15,-9,28.18837136,82.60629652,6.287380117,37.01110438,Redears
-17,27,-5,28.30041493,86.20681554,6.86308576,50.47333854,Redears
3,27,-13,27.89636126,88.71782287,6.78415271,57.79863368,Redears
2,27,-8,28.6899851,87.50436797,6.769415888,44.56598352,Redears
-7,29,-5,27.8262623,88.73100226,6.320768488,56.68833819,Redears
5,11,-12,28.70562673,81.59200689,6.705008504,59.87065439,Redears
-24,18,-6,28.6362812,84.61431076,6.790736339,48.48319335,Redears
-1,6,-5,28.28511547,88.4393979,7.130278657,48.56690235,Redears
-26,6,-8,27.60887393,86.13316408,7.012740397,43.80041104,Redears
-20,29,-8,28.60901145,86.99495766,7.155685016,36.94616965,Redears
-16,18,-9,29.24598976,84.80084105,6.991242362,53.43228915,Redears
-22,20,-9,28.62911222,89.1148059,6.218923893,50.49913241,Redears
-10,10,-15,29.57329479,88.07505524,7.199495368,45.04467075,Redears
6,13,-8,27.82684262,87.16679147,6.389882166,58.37249772,Redears
-16,27,-15,29.8757015,83.14796296,6.623438282,40.12044158,Redears
-19,30,-7,27.33684386,88.50229102,7.033012777,51.09802625,Redears
-20,29,-15,29.83040388,89.30428305,6.32400451,58.86687093,Redears
-23,30,-5,28.2753171,82.76020821,6.397636709,56.04995423,Redears
-28,17,-15,29.86860065,85.99127934,6.401455706,58.41394143,Redears
-10,15,-8,29.5888162,89.9939693,6.904587016,54.96121262,Redears
-28,9,-15,28.07219563,82.9116472,6.478557136,49.61865305,Redears
-3,10,-6,27.84026517,89.99615558,7.063022095,52.84626009,Redears
5,18,-15,27.10818093,87.4512669,6.981758362,55.03723979,Redears
-26,29,-5,27.68515114,81.94268594,6.227134139,54.62243308,Redears
-29,18,-6,29.34594634,85.60472562,6.232836962,59.03629954,Redears
6,13,-9,28.36319404,84.8593608,7.140437859,52.93031105,Redears
-19,16,-6,27.65280218,89.80650642,6.459252023,56.52558045,Redears
4,17,-11,27.31372793,85.44815232,6.568795404,53.15223123,Redears
-9,14,-12,27.06909959,86.89934108,7.12851089,50.46746116,Redears
-13,28,-10,28.06642822,85.91625451,6.42937879,39.23831035,Redears
-5,10,-9,27.73329078,81.13903037,6.248900919,44.17580911,Redears
-28,8,-12,27.53632932,89.92908171,6.619891498,45.48591922,Redears
-21,18,-10,29.66461594,84.28187572,6.377568542,56.09542002,Redears
7,19,-5,29.9145443,85.85384444,6.415459592,41.39081525,Redears
6,8,-15,28.36363858,87.59810657,6.320662012,57.99524359,Redears
10,28,-15,29.46416042,87.60890009,6.978400282,43.15411472,Redears
0,14,-14,29.73013036,82.89166381,6.442335593,50.91511275,Redears
-29,29,-7,27.46852989,87.17649,7.184398832,43.78420984,Redears
-21,18,-8,27.77076285,87.09979549,6.402926221,49.50812624,Redears
-16,11,-13,29.12939524,88.48312598,7.085982325,36.45012824,Redears
5,22,-11,27.10606808,89.89593328,6.698574085,37.45680611,Redears
1,18,-13,28.88078945,86.94206817,6.594739424,53.79732545,Redears
-26,11,-10,28.14720892,83.8001509,6.647965508,37.44800463,Redears
0,7,-5,29.89129144,80.14487166,7.120032489,54.7960127,Redears
-21,5,-10,27.41503453,80.98004661,6.91380932,40.53173216,Redears
-10,11,-10,29.27308605,89.4875022,7.073048264,50.9246554,Redears
7,20,-7,29.65296893,88.48587386,6.5304707,56.01913159,Redears
4,5,-9,28.44524991,82.67639542,6.684381357,58.18713162,Redears
-16,7,-15,27.96235681,83.97586797,6.581351374,48.9366954,Redears
-7,9,-8,29.25649321,81.97952224,6.86483915,42.02483277,Redears
-25,15,-9,28.36291385,88.00989267,6.487124217,43.05130077,Redears
-8,7,-10,27.62749466,86.49366929,6.605733068,39.26137642,Redears
10,21,-13,28.66086349,86.12194568,6.860602782,50.01534317,Redears
-3,26,-10,29.2114218,87.11497805,6.41874299,51.53848218,Redears
1,10,-8,29.40889385,86.16063492,6.365513634,53.35486977,Redears
8,6,-9,28.02952623,84.8845732,6.556372966,36.12042927,Redears
-24,7,-13,28.08657178,80.35005927,6.760694228,38.14476781,Redears
-24,17,-12,29.16174608,80.28038146,6.715276663,40.16545979,Redears
-6,14,-13,29.8596912,80.03499648,6.666380512,50.66487502,Redears
-5,29,-11,29.06631494,83.6869203,6.626629798,43.95183726,Redears
2,26,-9,27.38538997,88.66663953,6.702772465,58.29933073,Redears
-22,15,-12,27.93034941,85.42058715,7.011030515,43.25095608,Redears
-11,9,-13,29.2808618,81.8009244,6.890156495,44.47427436,Redears
9,7,-15,28.9973145,83.78911515,6.821747052,59.84499208,Redears
3,7,-11,27.92678579,86.5543196,7.183189922,43.4826194,Redears
-4,24,-13,28.5474135,88.9570454,6.27258822,49.4897245,Redears
-9,21,-15,29.36488409,89.1886954,6.679127482,48.30159325,Redears
-8,24,-10,28.56149805,83.63802195,6.689825155,41.013132,Redears
-1,15,-14,28.43683487,87.91332682,6.583381939,43.12063289,Redears
-26,10,-9,28.79728147,80.45744422,6.725551062,44.30070517,Redears
-20,7,-8,28.7275267,89.12760359,7.069747814,58.52974279,Redears
-26,14,-11,27.95639663,83.52706038,6.921993878,43.25726752,Redears
-10,15,-13,28.17458662,83.69659318,6.770955317,37.2464655,Redears
-7,15,-7,28.77653519,86.69133979,6.983130466,56.12443206,Redears
-5,18,-9,28.438097,83.48991368,6.267684328,52.55469976,Redears
26,49,-15,29.48439992,63.19915325,7.454532137,71.89090748,Bluegills
-5,32,-9,26.73433965,68.13999721,7.040056094,67.15096376,Bluegills
12,31,-8,26.27274407,62.28814857,7.418650668,70.23207557,Bluegills
12,43,-5,34.03679184,67.21113844,6.501869314,73.23573601,Bluegills
14,28,-12,28.03644051,65.06601664,6.814410928,72.49507741,Bluegills
20,25,-14,28.81460716,65.33538112,7.581442888,62.26242533,Bluegills
5,42,-9,34.03619494,64.28791388,7.741418772,66.85510868,Bluegills
0,34,-10,33.8642935,61.57072498,6.573531614,68.02199825,Bluegills
-3,34,-9,32.84213012,68.68401492,7.543804223,73.67166182,Bluegills
20,44,-13,27.10053268,63.36085585,6.5408208,73.84949872,Bluegills
9,43,-6,25.65842532,61.18235808,7.22405917,69.28607828,Bluegills
27,37,-5,32.34744009,66.61452812,7.551364319,64.55882254,Bluegills
22,33,-11,29.58949031,68.32176769,6.928898659,67.53021213,Bluegills
25,36,-8,30.91219459,68.79427388,7.747775263,66.63830637,Bluegills
21,26,-12,28.12787838,64.2097765,6.706505915,70.86340755,Bluegills
6,36,-15,30.08545364,69.34811988,6.668238556,67.1367443,Bluegills
29,25,-11,31.74379487,62.51007687,7.332375138,68.97097538,Bluegills
20,28,-7,27.81326852,62.50460464,7.596802025,69.75555541,Bluegills
0,35,-5,32.88733849,64.59457409,7.70650895,71.50569456,Bluegills
-10,32,-12,29.36358721,64.98742947,7.366542647,61.91208707,Bluegills
28,41,-15,27.82592799,67.5861883,6.919243702,74.01229707,Bluegills
-5,41,-6,28.49538735,60.44848407,7.187721818,74.91559514,Bluegills
22,41,-14,27.74274761,68.53997144,7.075886472,71.78615328,Bluegills
10,33,-12,30.41588462,67.66323804,6.74441168,63.02473185,Bluegills
-10,30,-5,27.3254209,69.09047809,6.726469088,61.19250859,Bluegills
18,31,-9,30.28496619,61.69295127,6.628264883,65.62859526,Bluegills
19,38,-8,28.56840626,61.53278622,7.127064207,63.49726331,Bluegills
18,32,-15,25.36586097,66.6379724,7.538631462,65.81655892,Bluegills
2,36,-13,34.9466155,65.26774011,7.162357641,70.1415139,Bluegills
-9,33,-8,25.09737391,67.72837887,6.859409487,74.61649888,Bluegills
-10,42,-11,32.47648301,64.34848735,7.397190844,65.820457,Bluegills
-5,35,-9,33.86351172,68.59232289,6.880245789,69.24464096,Bluegills
11,48,-9,25.19857725,60.37332688,6.581313137,70.88787207,Bluegills
23,37,-13,31.77681682,69.01852894,7.296972161,61.46892873,Bluegills
9,30,-9,34.89814946,63.59948557,6.97297656,64.72797143,Bluegills
-5,46,-13,31.74105409,68.63525428,7.241148507,62.3061735,Bluegills
-9,48,-11,27.16159076,66.76017239,6.92009048,69.85112265,Bluegills
27,30,-13,26.23773129,67.88521396,7.504608385,73.58663968,Bluegills
26,45,-15,30.20157245,60.06534859,7.152272256,66.37171179,Bluegills
19,42,-15,31.55846339,67.83563765,7.137004749,74.86960831,Bluegills
-6,50,-11,29.67892453,69.0854554,6.808041722,65.66436565,Bluegills
19,46,-12,27.05365239,67.7017527,7.393631868,60.4693835,Bluegills
